ds,trend,confirmed,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,country
3/25/2021,5550.689923,29999,-9783,72153,5001.49074,6011.443492,0,0,0,0,0,0,4.404515962,4.404515962,4.404515962,4.404515962,4.404515962,4.404515962,Turkey
3/26/2021,5632.066023,5020,-37652,46734,4813.418956,6353.748416,0,0,0,0,0,0,-0.108593771,-0.108593771,-0.108593771,-0.108593771,-0.108593771,-0.108593771,Turkey
3/27/2021,5713.442122,4109,-38565,44474,4377.584801,6892.024813,0,0,0,0,0,0,-0.280865524,-0.280865524,-0.280865524,-0.280865524,-0.280865524,-0.280865524,Turkey
3/21/2021,4914.377224,11625,10935,12305,4914.377224,4914.377224,0,0,0,0,0,0,1.365549623,1.365549623,1.365549623,1.365549623,1.365549623,1.365549623,Ukraine
3/22/2021,5041.895948,9713,9027,10454,5041.895948,5041.895948,0,0,0,0,0,0,0.926414266,0.926414266,0.926414266,0.926414266,0.926414266,0.926414266,Ukraine
3/23/2021,5169.414671,11867,11213,12575,5169.414671,5169.414671,0,0,0,0,0,0,1.295535532,1.295535532,1.295535532,1.295535532,1.295535532,1.295535532,Ukraine
3/24/2021,5296.933394,13924,13212,14631,5295.051053,5301.750808,0,0,0,0,0,0,1.62863389,1.62863389,1.62863389,1.62863389,1.62863389,1.62863389,Ukraine
3/25/2021,5424.452118,15934,15235,16667,5409.277271,5439.970581,0,0,0,0,0,0,1.937480605,1.937480605,1.937480605,1.937480605,1.937480605,1.937480605,Ukraine
3/26/2021,5551.970841,17161,16497,17882,5523.741478,5579.074302,0,0,0,0,0,0,2.090967961,2.090967961,2.090967961,2.090967961,2.090967961,2.090967961,Ukraine
3/27/2021,5679.489565,16985,16225,17775,5633.005798,5721.810426,0,0,0,0,0,0,1.990658128,1.990658128,1.990658128,1.990658128,1.990658128,1.990658128,Ukraine
3/21/2021,1575.641904,4103,1969,6174,1575.641904,1575.641904,-567.9542188,-567.9542188,-567.9542188,-567.9542188,-567.9542188,-567.9542188,1.964360787,1.964360787,1.964360787,1.964360787,1.964360787,1.964360787,United Kingdom
3/22/2021,1548.722119,3934,1838,6031,1548.722119,1548.722119,-514.2386405,-514.2386405,-514.2386405,-514.2386405,-514.2386405,-514.2386405,1.872127843,1.872127843,1.872127843,1.872127843,1.872127843,1.872127843,United Kingdom
3/23/2021,1521.802334,4532,2444,6521,1521.802334,1521.802334,177.8932515,177.8932515,177.8932515,177.8932515,177.8932515,177.8932515,1.861120902,1.861120902,1.861120902,1.861120902,1.861120902,1.861120902,United Kingdom
3/24/2021,1494.882549,4956,2801,6973,1493.726913,1502.80335,64.69931436,64.69931436,64.69931436,64.69931436,64.69931436,64.69931436,2.271889353,2.271889353,2.271889353,2.271889353,2.271889353,2.271889353,United Kingdom
3/25/2021,1467.962764,4971,2860,7174,1445.982217,1517.04583,-98.54615077,-98.54615077,-98.54615077,-98.54615077,-98.54615077,-98.54615077,2.453636389,2.453636389,2.453636389,2.453636389,2.453636389,2.453636389,United Kingdom
3/26/2021,1441.042979,4761,2427,6995,1355.040086,1542.41518,-68.16500126,-68.16500126,-68.16500126,-68.16500126,-68.16500126,-68.16500126,2.351091828,2.351091828,2.351091828,2.351091828,2.351091828,2.351091828,United Kingdom
3/27/2021,1414.123194,4307,2028,6512,1251.415431,1572.206847,-62.1067731,-62.1067731,-62.1067731,-62.1067731,-62.1067731,-62.1067731,2.089576687,2.089576687,2.089576687,2.089576687,2.089576687,2.089576687,United Kingdom
3/21/2021,18173.74348,43990,32228,56264,18173.74348,18173.74348,0,0,0,0,0,0,1.420526674,1.420526674,1.420526674,1.420526674,1.420526674,1.420526674,United States
3/22/2021,17988.2427,46063,33879,57535,17988.2427,17988.2427,0,0,0,0,0,0,1.560705476,1.560705476,1.560705476,1.560705476,1.560705476,1.560705476,United States
3/23/2021,17802.74192,50836,38408,62709,17802.74192,17802.74192,0,0,0,0,0,0,1.855540974,1.855540974,1.855540974,1.855540974,1.855540974,1.855540974,United States
3/24/2021,17617.24113,53262,41025,65216,17617.24113,17666.23746,0,0,0,0,0,0,2.02329305,2.02329305,2.02329305,2.02329305,2.02329305,2.02329305,United States
3/25/2021,17431.74035,52024,39679,64864,17388.49011,17607.48834,0,0,0,0,0,0,1.984435412,1.984435412,1.984435412,1.984435412,1.984435412,1.984435412,United States
3/26/2021,17246.23957,52899,40496,67133,17034.48912,17639.48374,0,0,0,0,0,0,2.067257758,2.067257758,2.067257758,2.067257758,2.067257758,2.067257758,United States
3/27/2021,17060.73878,48370,36385,61965,16716.25338,17694.32852,0,0,0,0,0,0,1.835153673,1.835153673,1.835153673,1.835153673,1.835153673,1.835153673,United States
3/21/2021,-0.333926358,-1,-14,12,-0.333926358,-0.333926358,0,0,0,0,0,0,1.140977823,1.140977823,1.140977823,1.140977823,1.140977823,1.140977823,Vietnam
3/22/2021,-0.69830498,-1,-14,13,-0.69830498,-0.69830498,0,0,0,0,0,0,0.983930122,0.983930122,0.983930122,0.983930122,0.983930122,0.983930122,Vietnam
3/23/2021,-1.062683602,-2,-16,12,-1.062683602,-1.062683602,0,0,0,0,0,0,0.588131261,0.588131261,0.588131261,0.588131261,0.588131261,0.588131261,Vietnam
3/24/2021,-1.427062224,-3,-15,11,-1.427975157,-1.416806589,0,0,0,0,0,0,0.882362912,0.882362912,0.882362912,0.882362912,0.882362912,0.882362912,Vietnam
3/25/2021,-1.791440846,-5,-17,9,-1.819415253,-1.751976285,0,0,0,0,0,0,1.690394016,1.690394016,1.690394016,1.690394016,1.690394016,1.690394016,Vietnam
3/26/2021,-2.155819468,-3,-17,11,-2.212902286,-2.073984316,0,0,0,0,0,0,0.252978518,0.252978518,0.252978518,0.252978518,0.252978518,0.252978518,Vietnam
3/27/2021,-2.520198089,-6,-19,7,-2.616409149,-2.401450609,0,0,0,0,0,0,1.562825749,1.562825749,1.562825749,1.562825749,1.562825749,1.562825749,Vietnam
